comment,polarity,sentiment,emotion,comment_category
wa chilling watch gunshot like wa rambo movie sad n crazy becoz wa war going innocent lenyans shor broad daylight june second mashujaa day one day kasongo national holiday rest peace fallen hero 🙏🏽🙏🏽,0.4019,positive,sadness,critical or negative feedback
god please deal oppressing kenyan citizen way dealt egyptian rescuing israelite show ha power 🙏🏽,0.7003,positive,anger,critical or negative feedback
political class kenya cursed 😢 ruto pay one deliver justice 🙏,-0.0258,neutral,sadness,critical or negative feedback
bbc set abducted soon 😅😂 subaru heading hq wa deep sad criminal 😭😭💔💔,-0.8126,negative,sadness,sarcastic or humorous
kdf lost trsut 😢,-0.6597,negative,sadness,critical or negative feedback
voice loud 📢 thank bbc news ruto must go must go 😢😢😢the pain unbearable 😭,-0.9217,negative,sadness,critical or negative feedback
brother leaf gap right😢,-0.4767,negative,neutral,critical or negative feedback
view getting bigger whole country watch,0.0,neutral,neutral,supportive or appreciative
ruto ha calamity kenya continually raise tax presiding kleptocracy,0.34,positive,fear,critical or negative feedback
bbc dci job 🫡 even medium outlet got close something like good job🤝,0.6597,positive,joy,supportive or appreciative
please give u documentary ukraine russia,0.3182,positive,neutral,supportive or appreciative
heartful moment 😔😔rip best genz,0.7003,positive,sadness,supportive or appreciative
wa painful documentary watch blood tear inhumanity would uniformed soldieg lift gun shoot unharmed kenyan citizen fellow kenyan god sake worst government worst president history wa painful bbc done good exposure ashamed currently government may lost life day rest peace even imagine family still going through😠💔,-0.9509,negative,anger,critical or negative feedback
sad good job bbc,-0.0516,negative,joy,critical or negative feedback
road point north kenyan leadership obviously marionette ha string crafted global cabal answer gut start war ca win rule world let rule life precious die agenda new world order✌🏿,0.6486,positive,neutral,critical or negative feedback
truly unhonoured hero 😮😮😮 confidence unity top notch,0.891,positive,sadness,supportive or appreciative
glad wa fought country kenya,0.1779,positive,neutral,supportive or appreciative
ruto nah,-0.1027,negative,neutral,critical or negative feedback
cry today departed soul cry today country kenya heart pain seeing leader supporting killing question one heartless point calling pple criminal ordering death ruto heartless wonder happens generation cursed man,-0.9661,negative,sadness,critical or negative feedback
khalif kairo made go street video day entered parliament felt obliged join course,0.296,positive,joy,supportive or appreciative
south africa stand kenyan revolution coming rest peace young hero forgotten,0.7351,positive,sadness,critical or negative feedback
wee sad understatement people sleep night 😮,-0.4767,negative,sadness,critical or negative feedback
woow stand say ruto must go agaaaaaaain shaitan,0.0,neutral,neutral,critical or negative feedback
love way god avenges voiceless thank heavenly ftaher know win war u justice belongs god may god continue expose mock claiming love god yet hate people ohh god avange voiceless let angel uncover every secret,0.9618,positive,anger,supportive or appreciative
soo sad 😢,-0.7351,negative,sadness,critical or negative feedback
may icc take course 😢,-0.4767,negative,neutral,supportive or appreciative
wo take hour evil ruto restricts streaming documentary may never get peace family generation,-0.8608,negative,sadness,critical or negative feedback
guy download video government pull best investigative emotional documentary time ruto greedy mp maggot simple word use ensure face u ballot accordingly ruto must go umbwa kabisa,0.7269,positive,anger,critical or negative feedback
finally light happened hole even photojournalist living fear rest peace fallen hero,0.34,positive,fear,supportive or appreciative
explain hate man called ruto,-0.5719,negative,anger,critical or negative feedback
let continue cry beloved country child,0.0516,positive,joy,critical or negative feedback
refused say lot,-0.296,negative,neutral,critical or negative feedback
goodness god never forgets repercussion come sooner later shall surely,0.7906,positive,joy,critical or negative feedback
eric shieni fading laughter 😢💔 never forgive neither forget,-0.0276,neutral,sadness,critical or negative feedback
shooting protester leaving parliament,0.0,neutral,fear,critical or negative feedback
thank bbc shown u police force ai working us😢,-0.1531,negative,joy,supportive or appreciative
anyone eligible vote go register vote leave one behind main goal taken identification card take registration voter begin leave one behind ✊🏿✊🏿✊🏿let get kenya back 😤🫵,-0.1027,negative,neutral,supportive or appreciative
life sacred involved killing never know peace,-0.8047,negative,anger,critical or negative feedback
youth country shall abide constitution shall threatened intimidated whatsoever kenya stand youth,-0.7096,negative,fear,critical or negative feedback
ruto must go come back stronger 💪,0.3818,positive,neutral,supportive or appreciative
heart sunk watching,0.6369,positive,sadness,critical or negative feedback
ruto started shedding blood long time ago monster,0.0,neutral,disgust,critical or negative feedback
remind u forgive animals😢😢 dead hero never forget ❤,-0.8177,negative,sadness,supportive or appreciative
never heal people must prosecuted n jailed future clip evidence,-0.7003,negative,anger,critical or negative feedback
say zakayo shukaaaa,0.0,neutral,neutral,supportive or appreciative
felt like cry watch mum show ruto government innocent protestors,0.2023,positive,joy,critical or negative feedback
bbc please visit butere girl high school clip need watch government let u watch,0.3182,positive,neutral,supportive or appreciative
pain till date😭😭😭😭😭we lost many u,-0.9643,negative,sadness,critical or negative feedback
wa also minor casualty year old child wa shot severally,-0.5267,negative,sadness,critical or negative feedback
heart broken eye tear seeing fellow kenyan die god 😢😢😢😢so sad justice must served,-0.9153,negative,sadness,critical or negative feedback
bbc i😂 gen z guy plus whole team filmed showed u thank much made u know whole hidding u thank sooo soo much may god bless,0.8957,positive,joy,supportive or appreciative
would rather dog president psychopath name president,0.0,neutral,anger,critical or negative feedback
ruto tunamueka sana gone negotiation,0.0,neutral,neutral,critical or negative feedback
heart still bleeding😢,0.2732,positive,sadness,critical or negative feedback
heart broken 💔may departed soul rest eternal peace🕊️.may god comfort families❤.and u please let register get vote blood poured day go vail😢,0.6486,positive,sadness,critical or negative feedback
mother watching nightmare 😢,-0.4767,negative,fear,critical or negative feedback
missing kid boarding school,-0.296,negative,sadness,critical or negative feedback
reject financ bill,-0.4019,negative,neutral,critical or negative feedback
extremely painful seeing young energetic youth butchered like criminal standing strong refuse oppression government today ruto told never know peace also pay heavy price time come since permanent blood young one never go vain 😢😢 wonder candle fails lighten rome 😮,-0.655,negative,sadness,critical or negative feedback
human body damp quarry well,0.2732,positive,sadness,supportive or appreciative
rotu tell,0.0,neutral,neutral,question or inquiry
know documentary stage managed 😂,0.4404,positive,neutral,sarcastic or humorous
😭😭😭😭😭😭😭🙈🙈🙈🙈🇰🇪🇰🇪🇰🇪 kasongo another case church case,-0.967,negative,neutral,critical or negative feedback
blood wasted vote protect ballot,-0.1531,negative,neutral,critical or negative feedback
thank bbc documentary million year generation remember know dictator wrong reason,-0.1531,negative,surprise,supportive or appreciative
